From	To
IPYR_HUMAN	PPA1
IPYR2_HUMAN	PPA2
IQEC1_HUMAN	IQSEC1
IQGA1_HUMAN	IQGAP1
IR3IP_HUMAN	IER3IP1
IREB2_HUMAN	IREB2
IRF3_HUMAN	IRF3
IRGQ_HUMAN	IRGQ
IRS2_HUMAN	IRS2
ISCA1_HUMAN	ISCA1
ISCA2_HUMAN	ISCA2
ISCU_HUMAN	ISCU
ISOC1_HUMAN	ISOC1
ISOC2_HUMAN	ISOC2
IST1_HUMAN	IST1
ITA1_HUMAN	ITGA1
ITA2B_HUMAN	ITGA2B
ITA5_HUMAN	ITGA5
ITA6_HUMAN	ITGA6
ITA7_HUMAN	ITGA7
ITAV_HUMAN	ITGAV
ITB1_HUMAN	ITGB1
ITB2_HUMAN	ITGB2
ITB3_HUMAN	ITGB3
ITBP2_HUMAN	ITGB1BP2
ITCH_HUMAN	ITCH
ITIH1_HUMAN	ITIH1
ITIH2_HUMAN	ITIH2
ITIH3_HUMAN	ITIH3
ITIH4_HUMAN	ITIH4
ITIH5_HUMAN	ITIH5
ITM2B_HUMAN	ITM2B
ITPA_HUMAN	ITPA
ITSN1_HUMAN	ITSN1
ITSN2_HUMAN	ITSN2
IVD_HUMAN	IVD
JAGN1_HUMAN	JAGN1
JAK1_HUMAN	JAK1
JAM1_HUMAN	F11R
JCAD_HUMAN	JCAD
JIP4_HUMAN	SPAG9
JMJD6_HUMAN	JMJD6
JMJD7_HUMAN	JMJD7
JPH1_HUMAN	JPH1
JPH2_HUMAN	JPH2
JSPR1_HUMAN	JSRP1
K0232_HUMAN	KIAA0232
K0408_HUMAN	KIAA0408
K1671_HUMAN	KIAA1671
K1C9_HUMAN	KRT9
K22E_HUMAN	KRT2
K2C6A_HUMAN	KRT6A
KAD1_HUMAN	AK1
KAD2_HUMAN	AK2
KAD3_HUMAN	AK3
KAD4_HUMAN	AK4
KAIN_HUMAN	SERPINA4
KALM_HUMAN	ANOS1
KANK3_HUMAN	KANK3
KAP0_HUMAN	PRKAR1A
KAP1_HUMAN	PRKAR1B
KAP2_HUMAN	PRKAR2A
KAP3_HUMAN	PRKAR2B
KAPCA_HUMAN	PRKACA
KAPCB_HUMAN	PRKACB
KAT1_HUMAN	KYAT1
KAT3_HUMAN	KYAT3
KBL_HUMAN	GCAT
KBP_HUMAN	KIFBP
KBTBB_HUMAN	KBTBD11
KBTBC_HUMAN	KBTBD12
KBTBD_HUMAN	KBTBD13
KC1A_HUMAN	CSNK1A1
KC1D_HUMAN	CSNK1D
KC1E_HUMAN	CSNK1E
KCC2A_HUMAN	CAMK2A
KCC2B_HUMAN	CAMK2B
KCC2D_HUMAN	CAMK2D
KCC2G_HUMAN	CAMK2G
KCD12_HUMAN	KCTD12
KCRB_HUMAN	CKB
KCRM_HUMAN	CKM
KCRS_HUMAN	CKMT2
KCRU_HUMAN	CKMT1A
KCRU_HUMAN	CKMT1B
KCTD9_HUMAN	KCTD9
KCY_HUMAN	CMPK1
KDM1A_HUMAN	KDM1A
KDM3B_HUMAN	KDM3B
KELL_HUMAN	KEL
KGP1_HUMAN	PRKG1
KGUA_HUMAN	GUK1
KHDR3_HUMAN	KHDRBS3
KI13A_HUMAN	KIF13A
KIF1B_HUMAN	KIF1B
KIF1C_HUMAN	KIF1C
KINH_HUMAN	KIF5B
KLC1_HUMAN	KLC1
KLC2_HUMAN	KLC2
KLC4_HUMAN	KLC4
KLDC3_HUMAN	KLHDC3
KLH21_HUMAN	KLHL21
KLH30_HUMAN	KLHL30
KLH31_HUMAN	KLHL31
KLH34_HUMAN	KLHL34
KLH40_HUMAN	KLHL40
KLH41_HUMAN	KLHL41
KLKB1_HUMAN	KLKB1
KMT2A_HUMAN	KMT2A
KNG1_HUMAN	KNG1
KPB1_HUMAN	PHKA1
KPBB_HUMAN	PHKB
KPCA_HUMAN	PRKCA
KPCT_HUMAN	PRKCQ
KPRA_HUMAN	PRPSAP1
KPRB_HUMAN	PRPSAP2
KPYM_HUMAN	PKM
KPYR_HUMAN	PKLR
KS6A3_HUMAN	RPS6KA3
KS6A5_HUMAN	RPS6KA5
KS6B1_HUMAN	RPS6KB1
KS6B2_HUMAN	RPS6KB2
KT3K_HUMAN	FN3KRP
KTHY_HUMAN	DTYMK
KTN1_HUMAN	KTN1
KV105_HUMAN	IGKV1-5
KV116_HUMAN	IGKV1-16
KV117_HUMAN	IGKV1-17
L1CAM_HUMAN	L1CAM
L2GL1_HUMAN	LLGL1
L2HDH_HUMAN	L2HGDH
LA_HUMAN	SSB
LACB2_HUMAN	LACTB2
LACTB_HUMAN	LACTB
LAMA2_HUMAN	LAMA2
LAMA4_HUMAN	LAMA4
LAMA5_HUMAN	LAMA5
LAMB1_HUMAN	LAMB1
LAMB2_HUMAN	LAMB2
LAMC1_HUMAN	LAMC1
LAMP1_HUMAN	LAMP1
LANC1_HUMAN	LANCL1
LANC2_HUMAN	LANCL2
LAP2B_HUMAN	TMPO
LAR4B_HUMAN	LARP4B
LARP1_HUMAN	LARP1
LARP4_HUMAN	LARP4
LASP1_HUMAN	LASP1
LAT4_HUMAN	SLC43A2
LBP_HUMAN	LBP
LC7L2_HUMAN	LUC7L2
LC7L3_HUMAN	LUC7L3
LCAP_HUMAN	LNPEP
LCAT_HUMAN	LCAT
LCLT1_HUMAN	LCLAT1
LCMT1_HUMAN	LCMT1
LDB3_HUMAN	LDB3
LDHA_HUMAN	LDHA
LDHB_HUMAN	LDHB
LDHD_HUMAN	LDHD
LEG1_HUMAN	LGALS1
LEG3_HUMAN	LGALS3
LEG7_HUMAN	LGALS7
LEG7_HUMAN	LGALS7B
LEGL_HUMAN	LGALSL
LEMD2_HUMAN	LEMD2
LETM1_HUMAN	LETM1
LFG3_HUMAN	TMBIM1
LG3BP_HUMAN	LGALS3BP
LGMN_HUMAN	LGMN
LGUL_HUMAN	GLO1
LHPP_HUMAN	LHPP
LIMA1_HUMAN	LIMA1
LIMC1_HUMAN	LIMCH1
LIMD1_HUMAN	LIMD1
LIMS1_HUMAN	LIMS1
LIMS3_HUMAN	LIMS3
LIN7C_HUMAN	LIN7C
LIPA1_HUMAN	PPFIA1
LIPS_HUMAN	LIPE
LIS1_HUMAN	PAFAH1B1
LKHA4_HUMAN	LTA4H
LMAN1_HUMAN	LMAN1
LMAN2_HUMAN	LMAN2
LMBD1_HUMAN	LMBRD1
LMBD2_HUMAN	LMBRD2
LMCD1_HUMAN	LMCD1
LMNA_HUMAN	LMNA
LMNB1_HUMAN	LMNB1
LMNB2_HUMAN	LMNB2
LMO7_HUMAN	LMO7
LMOD1_HUMAN	LMOD1
LMOD2_HUMAN	LMOD2
LMOD3_HUMAN	LMOD3
LMTK2_HUMAN	LMTK2
LNP_HUMAN	LNPK
LONM_HUMAN	LONP1
LPIN1_HUMAN	LPIN1
LPP_HUMAN	LPP
LPPRC_HUMAN	LRPPRC
LR14B_HUMAN	LRRC14B
LRBA_HUMAN	LRBA
LRC20_HUMAN	LRRC20
LRC39_HUMAN	LRRC39
LRC40_HUMAN	LRRC40
LRC41_HUMAN	LRRC41
LRC47_HUMAN	LRRC47
LRC57_HUMAN	LRRC57
LRC59_HUMAN	LRRC59
LRIG1_HUMAN	LRIG1
LRP1_HUMAN	LRP1
LRP4_HUMAN	LRP4
LRRC2_HUMAN	LRRC2
LRRF1_HUMAN	LRRFIP1
LRRF2_HUMAN	LRRFIP2
LRSM1_HUMAN	LRSAM1
LS14A_HUMAN	LSM14A
LS14B_HUMAN	LSM14B
LSM1_HUMAN	LSM1
LSM2_HUMAN	LSM2
LSM3_HUMAN	LSM3
LSM6_HUMAN	LSM6
LSP1_HUMAN	LSP1
LTBP2_HUMAN	LTBP2
LTMD1_HUMAN	LETMD1
LTOR1_HUMAN	LAMTOR1
LTOR2_HUMAN	LAMTOR2
LTOR3_HUMAN	LAMTOR3
LUM_HUMAN	LUM
LV301_HUMAN	IGLV3-1
LV403_HUMAN	IGLV4-3
LXN_HUMAN	LXN
LYAG_HUMAN	GAA
LYAR_HUMAN	LYAR
LYPA1_HUMAN	LYPLA1
LYPA2_HUMAN	LYPLA2
LYPL1_HUMAN	LYPLAL1
LYRIC_HUMAN	MTDH
LYRM4_HUMAN	LYRM4
LYRM7_HUMAN	LYRM7
LYSC_HUMAN	LYZ
LZIC_HUMAN	LZIC
LZTS2_HUMAN	LZTS2
M2OM_HUMAN	SLC25A11
M3K6_HUMAN	MAP3K6
M3K7_HUMAN	MAP3K7
M4K3_HUMAN	MAP4K3
MA2A2_HUMAN	MAN2A2
MA2C1_HUMAN	MAN2C1
MA7D1_HUMAN	MAP7D1
MAAI_HUMAN	GSTZ1
MACD1_HUMAN	MACROD1
MACF1_HUMAN	MACF1
MACOI_HUMAN	MACO1
MADD_HUMAN	MADD
MAEA_HUMAN	MAEA
MAF1_HUMAN	MAF1
MAGT1_HUMAN	MAGT1
MANF_HUMAN	MANF
MAOM_HUMAN	ME2
MAOX_HUMAN	ME1
MAP1B_HUMAN	MAP1B
MAP1S_HUMAN	MAP1S
MAP2_HUMAN	METAP2
MAP4_HUMAN	MAP4
MAPK2_HUMAN	MAPKAPK2
MAPK3_HUMAN	MAPKAPK3
MARC1_HUMAN	MTARC1
MARC2_HUMAN	MTARC2
MARCS_HUMAN	MARCKS
MARE1_HUMAN	MAPRE1
MARE2_HUMAN	MAPRE2
MARE3_HUMAN	MAPRE3
MARH5_HUMAN	MARCHF5
MARH7_HUMAN	MARCHF7
MARK3_HUMAN	MARK3
MAST2_HUMAN	MAST2
MASU1_HUMAN	MALSU1
MAT2B_HUMAN	MAT2B
MATR3_HUMAN	MATR3
MAVS_HUMAN	MAVS
MB12B_HUMAN	MVB12B
MBB1A_HUMAN	MYBBP1A
MBL2_HUMAN	MBL2
MBLC2_HUMAN	MBLAC2
MBNL1_HUMAN	MBNL1
MBOA7_HUMAN	MBOAT7
MBP_HUMAN	MBP
MCA3_HUMAN	EEF1E1
MCAT_HUMAN	SLC25A20
MCCA_HUMAN	MCCC1
MCCB_HUMAN	MCCC2
MCEE_HUMAN	MCEE
MCM3_HUMAN	MCM3
MCM5_HUMAN	MCM5
MCTS1_HUMAN	MCTS1
MCU_HUMAN	MCU
MDHC_HUMAN	MDH1
MDHM_HUMAN	MDH2
MECP2_HUMAN	MECP2
MECR_HUMAN	MECR
MED15_HUMAN	MED15
MED22_HUMAN	MED22
MEF2A_HUMAN	MEF2A
MEMO1_HUMAN	MEMO1
MEP50_HUMAN	WDR77
MESD_HUMAN	MESD
MET7A_HUMAN	METTL7A
METH_HUMAN	MTR
METK2_HUMAN	MAT2A
MFAP4_HUMAN	MFAP4
MFAP5_HUMAN	MFAP5
MFF_HUMAN	MFF
MFGM_HUMAN	MFGE8
MFN1_HUMAN	MFN1
MFN2_HUMAN	MFN2
MFR1L_HUMAN	MTFR1L
MFS10_HUMAN	MFSD10
MGDP1_HUMAN	MDP1
MGLL_HUMAN	MGLL
MGMT_HUMAN	MGMT
MGN_HUMAN	MAGOH
MGST2_HUMAN	MGST2
MGST3_HUMAN	MGST3
MIA40_HUMAN	CHCHD4
MIB2_HUMAN	MIB2
MIC13_HUMAN	MICOS13
MIC19_HUMAN	CHCHD3
MIC26_HUMAN	APOO
MIC27_HUMAN	APOOL
MIC60_HUMAN	IMMT
MICA3_HUMAN	MICAL3
MICU1_HUMAN	MICU1
MICU2_HUMAN	MICU2
MID49_HUMAN	MIEF2
MIF_HUMAN	MIF
MIME_HUMAN	OGN
MIPEP_HUMAN	MIPEP
MIRO2_HUMAN	RHOT2
MK01_HUMAN	MAPK1
MK03_HUMAN	MAPK3
MK12_HUMAN	MAPK12
MK14_HUMAN	MAPK14
MKNK2_HUMAN	MKNK2
MKRN2_HUMAN	MKRN2
ML12B_HUMAN	MYL12B
MLEC_HUMAN	MLEC
MLF2_HUMAN	MLF2
MLIP_HUMAN	MLIP
MLP3A_HUMAN	MAP1LC3A
MLP3B_HUMAN	MAP1LC3B
MLRV_HUMAN	MYL2
MLX_HUMAN	MLX
MLXIP_HUMAN	MLXIP
MMAA_HUMAN	MMAA
MMAB_HUMAN	MMAB
MMP2_HUMAN	MMP2
MMRN1_HUMAN	MMRN1
MMRN2_HUMAN	MMRN2
MMS19_HUMAN	MMS19
MMSA_HUMAN	ALDH6A1
MNDA_HUMAN	MNDA
MOB1A_HUMAN	MOB1A
MOB2_HUMAN	MOB2
MOC2B_HUMAN	MOCS2
MOES_HUMAN	MSN
MOGS_HUMAN	MOGS
MOT1_HUMAN	SLC16A1
MOT4_HUMAN	SLC16A3
MOT8_HUMAN	SLC16A2
MP2K1_HUMAN	MAP2K1
MP2K2_HUMAN	MAP2K2
MP2K3_HUMAN	MAP2K3
MP2K4_HUMAN	MAP2K4
MP2K6_HUMAN	MAP2K6
MPC1_HUMAN	MPC1
MPC2_HUMAN	MPC2
MPCP_HUMAN	SLC25A3
MPDZ_HUMAN	MPDZ
MPI_HUMAN	MPI
MPP7_HUMAN	MPP7
MPPA_HUMAN	PMPCA
MPPB_HUMAN	PMPCB
MPRD_HUMAN	M6PR
MPRI_HUMAN	IGF2R
MPRIP_HUMAN	MPRIP
MRC1_HUMAN	MRC1
MRCKB_HUMAN	CDC42BPB
MRE11_HUMAN	MRE11
MRM3_HUMAN	MRM3
MRP1_HUMAN	ABCC1
MSI2H_HUMAN	MSI2
MSPD1_HUMAN	MOSPD1
MSRA_HUMAN	MSRA
MSRB2_HUMAN	MSRB2
MSRB3_HUMAN	MSRB3
MSTN1_HUMAN	MUSTN1
MTA1_HUMAN	MTA1
MTA2_HUMAN	MTA2
MTAP_HUMAN	MTAP
MTCH1_HUMAN	MTCH1
MTCH2_HUMAN	MTCH2
MTEF3_HUMAN	MTERF3
MTFP1_HUMAN	MTFP1
MTM1_HUMAN	MTM1
MTMR5_HUMAN	SBF1
MTMR6_HUMAN	MTMR6
MTMR9_HUMAN	MTMR9
MTMRE_HUMAN	MTMR14
MTNA_HUMAN	MRI1
MTNB_HUMAN	APIP
MTND_HUMAN	ADI1
MTOR_HUMAN	MTOR
MTPN_HUMAN	MTPN
MTRR_HUMAN	MTRR
MTSS1_HUMAN	MTSS1
MTURN_HUMAN	MTURN
MTX1_HUMAN	MTX1
MTX2_HUMAN	MTX2
MUC18_HUMAN	MCAM
MUCEN_HUMAN	EMCN
MUL1_HUMAN	MUL1
MUTA_HUMAN	MMUT
MVD1_HUMAN	MVD
MVP_HUMAN	MVP
MXRA7_HUMAN	MXRA7
MY18A_HUMAN	MYO18A
MY18B_HUMAN	MYO18B
MYADM_HUMAN	MYADM
MYBPH_HUMAN	MYBPH
MYDGF_HUMAN	MYDGF
MYG_HUMAN	MB
MYG1_HUMAN	MYG1
MYH1_HUMAN	MYH1
MYH10_HUMAN	MYH10
MYH11_HUMAN	MYH11
MYH13_HUMAN	MYH13
MYH14_HUMAN	MYH14
MYH15_HUMAN	MYH15
MYH2_HUMAN	MYH2
MYH3_HUMAN	MYH3
MYH4_HUMAN	MYH4
MYH6_HUMAN	MYH6
MYH7_HUMAN	MYH7
MYH7B_HUMAN	MYH7B
MYH8_HUMAN	MYH8
MYH9_HUMAN	MYH9
MYL1_HUMAN	MYL1
MYL3_HUMAN	MYL3
MYL4_HUMAN	MYL4
MYL5_HUMAN	MYL5
MYL6_HUMAN	MYL6
MYL6B_HUMAN	MYL6B
MYL9_HUMAN	MYL9
MYLK_HUMAN	MYLK
MYLK2_HUMAN	MYLK2
MYLK3_HUMAN	MYLK3
MYO1B_HUMAN	MYO1B
MYO1C_HUMAN	MYO1C
MYO1E_HUMAN	MYO1E
MYO5A_HUMAN	MYO5A
MYO6_HUMAN	MYO6
MYO7A_HUMAN	MYO7A
MYO7B_HUMAN	MYO7B
MYO9B_HUMAN	MYO9B
MYOC_HUMAN	MYOC
MYOF_HUMAN	MYOF
MYOM1_HUMAN	MYOM1
MYOM2_HUMAN	MYOM2
MYOM3_HUMAN	MYOM3
MYOME_HUMAN	PDE4DIP
MYOTI_HUMAN	MYOT
MYOZ1_HUMAN	MYOZ1
MYOZ2_HUMAN	MYOZ2
MYOZ3_HUMAN	MYOZ3
MYP0_HUMAN	MPZ
MYPC1_HUMAN	MYBPC1
MYPC2_HUMAN	MYBPC2
MYPN_HUMAN	MYPN
MYPT1_HUMAN	PPP1R12A
MYPT2_HUMAN	PPP1R12B
NAA10_HUMAN	NAA10
NAA15_HUMAN	NAA15
NAA25_HUMAN	NAA25
NAA35_HUMAN	NAA35
NAA50_HUMAN	NAA50
NACAM_HUMAN	NACA
NAGK_HUMAN	NAGK
NAKD2_HUMAN	NADK2
NAMPT_HUMAN	NAMPT
NAR1_HUMAN	ART1
NAR3_HUMAN	ART3
NARF_HUMAN	NARF
NATD1_HUMAN	NATD1
NB5R1_HUMAN	CYB5R1
NB5R3_HUMAN	CYB5R3
NBAS_HUMAN	NBAS
NBR1_HUMAN	NBR1
NC2B_HUMAN	DR1
NCALD_HUMAN	NCALD
NCAM1_HUMAN	NCAM1
NCDN_HUMAN	NCDN
NCEH1_HUMAN	NCEH1
NCK1_HUMAN	NCK1
NCK2_HUMAN	NCK2
NCKP1_HUMAN	NCKAP1
NCLN_HUMAN	NCLN
NCPR_HUMAN	POR
NDKA_HUMAN	NME1
NDKB_HUMAN	NME2
NDRG1_HUMAN	NDRG1
NDRG2_HUMAN	NDRG2
NDRG3_HUMAN	NDRG3
NDUA2_HUMAN	NDUFA2
NDUA3_HUMAN	NDUFA3
NDUA4_HUMAN	NDUFA4
NDUA5_HUMAN	NDUFA5
NDUA6_HUMAN	NDUFA6
NDUA7_HUMAN	NDUFA7
NDUA8_HUMAN	NDUFA8
NDUA9_HUMAN	NDUFA9
NDUAA_HUMAN	NDUFA10
NDUAB_HUMAN	NDUFA11
NDUAC_HUMAN	NDUFA12
NDUAD_HUMAN	NDUFA13
NDUB1_HUMAN	NDUFB1
NDUB2_HUMAN	NDUFB2
NDUB3_HUMAN	NDUFB3
NDUB4_HUMAN	NDUFB4
NDUB5_HUMAN	NDUFB5
NDUB6_HUMAN	NDUFB6
NDUB7_HUMAN	NDUFB7
NDUB8_HUMAN	NDUFB8
NDUB9_HUMAN	NDUFB9
NDUBA_HUMAN	NDUFB10
NDUBB_HUMAN	NDUFB11
NDUC2_HUMAN	NDUFC2
NDUF3_HUMAN	NDUFAF3
NDUF4_HUMAN	NDUFAF4
NDUF5_HUMAN	NDUFAF5
NDUF6_HUMAN	NDUFAF6
NDUF7_HUMAN	NDUFAF7
NDUS1_HUMAN	NDUFS1
NDUS2_HUMAN	NDUFS2
NDUS3_HUMAN	NDUFS3
NDUS4_HUMAN	NDUFS4
NDUS5_HUMAN	NDUFS5
NDUS6_HUMAN	NDUFS6
NDUS7_HUMAN	NDUFS7
NDUS8_HUMAN	NDUFS8
NDUV1_HUMAN	NDUFV1
NDUV2_HUMAN	NDUFV2
NDUV3_HUMAN	NDUFV3
NEB2_HUMAN	PPP1R9B
NEBU_HUMAN	NEB
NECP1_HUMAN	NECAP1
NECP2_HUMAN	NECAP2
NED4L_HUMAN	NEDD4L
NEDD1_HUMAN	NEDD1
NEDD4_HUMAN	NEDD4
NEDD8_HUMAN	NEDD8
NEGR1_HUMAN	NEGR1
NEK7_HUMAN	NEK7
NEK9_HUMAN	NEK9
NELFD_HUMAN	NELFCD
NEMF_HUMAN	NEMF
NENF_HUMAN	NENF
NEO1_HUMAN	NEO1
NEP_HUMAN	MME
NEST_HUMAN	NES
NEUA_HUMAN	CMAS
NEUL_HUMAN	NLN
NEUL2_HUMAN	NEURL2
NEUR3_HUMAN	NEU3
NEXN_HUMAN	NEXN
NF2IP_HUMAN	NFATC2IP
NFAC1_HUMAN	NFATC1
NFIC_HUMAN	NFIC
NFIX_HUMAN	NFIX
NFKB1_HUMAN	NFKB1
NFS1_HUMAN	NFS1
NFU1_HUMAN	NFU1
NGAL_HUMAN	LCN2
NGLY1_HUMAN	NGLY1
NH2L1_HUMAN	SNU13
NHEJ1_HUMAN	NHEJ1
NHLC1_HUMAN	NHLRC1
NHLC2_HUMAN	NHLRC2
NHP2_HUMAN	NHP2
NHRF2_HUMAN	SLC9A3R2
NICA_HUMAN	NCSTN
NID1_HUMAN	NID1
NID2_HUMAN	NID2
NIF3L_HUMAN	NIF3L1
NINL_HUMAN	NINL
NIPS2_HUMAN	NIPSNAP2
NISCH_HUMAN	NISCH
NIT1_HUMAN	NIT1
NIT2_HUMAN	NIT2
NLRX1_HUMAN	NLRX1
NMD3_HUMAN	NMD3
NMNA1_HUMAN	NMNAT1
NMNA3_HUMAN	NMNAT3
NMT1_HUMAN	NMT1
NNRD_HUMAN	NAXD
NNRE_HUMAN	NAXE
NNTM_HUMAN	NNT
NOL3_HUMAN	NOL3
NOL6_HUMAN	NOL6
NOLC1_HUMAN	NOLC1
NONO_HUMAN	NONO
NOP10_HUMAN	NOP10
NOP56_HUMAN	NOP56
NOP58_HUMAN	NOP58
NOP9_HUMAN	NOP9
NOS1_HUMAN	NOS1
NOTC3_HUMAN	NOTCH3
NP1L1_HUMAN	NAP1L1
NP1L4_HUMAN	NAP1L4
NPC2_HUMAN	NPC2
NPL4_HUMAN	NPLOC4
NPM_HUMAN	NPM1
NPS3A_HUMAN	NIPSNAP3A
NPS3B_HUMAN	NIPSNAP3B
NPTN_HUMAN	NPTN
NQO1_HUMAN	NQO1
NQO2_HUMAN	NQO2
NR2CA_HUMAN	NR2C2AP
NRAP_HUMAN	NRAP
NRBP_HUMAN	NRBP1
NRDC_HUMAN	NRDC
NRP1_HUMAN	NRP1
NS1BP_HUMAN	IVNS1ABP
NSF_HUMAN	NSF
NSF1C_HUMAN	NSFL1C
NSMA3_HUMAN	SMPD4
NSUN2_HUMAN	NSUN2
NT5C_HUMAN	NT5C
NT5D1_HUMAN	NT5DC1
NTF2_HUMAN	NUTF2
NTPCR_HUMAN	NTPCR
NU107_HUMAN	NUP107
NU133_HUMAN	NUP133
NU153_HUMAN	NUP153
NU155_HUMAN	NUP155
NU160_HUMAN	NUP160
NU188_HUMAN	NUP188
NU1M_HUMAN	MT-ND1
NU205_HUMAN	NUP205
NU214_HUMAN	NUP214
NU2M_HUMAN	MT-ND2
NU3M_HUMAN	MT-ND3
NU4M_HUMAN	MT-ND4
NU5M_HUMAN	MT-ND5
NU6M_HUMAN	MT-ND6
NUB1_HUMAN	NUB1
NUBP1_HUMAN	NUBP1
NUBP2_HUMAN	NUBP2
NUBPL_HUMAN	NUBPL
NUCB1_HUMAN	NUCB1
NUCB2_HUMAN	NUCB2
NUCG_HUMAN	ENDOG
NUCKS_HUMAN	NUCKS1
NUCL_HUMAN	NCL
NUD12_HUMAN	NUDT12
NUD19_HUMAN	NUDT19
NUDC_HUMAN	NUDC
NUDC2_HUMAN	NUDCD2
NUDC3_HUMAN	NUDCD3
NUDT3_HUMAN	NUDT3
NUDT4_HUMAN	NUDT4
NUDT5_HUMAN	NUDT5
NUDT8_HUMAN	NUDT8
NUDT9_HUMAN	NUDT9
NUFP2_HUMAN	NUFIP2
NUMA1_HUMAN	NUMA1
NUMBL_HUMAN	NUMBL
NUP43_HUMAN	NUP43
NUP54_HUMAN	NUP54
NUP58_HUMAN	NUP58
NUP62_HUMAN	NUP62
NUP85_HUMAN	NUP85
NUP88_HUMAN	NUP88
NUP93_HUMAN	NUP93
NUP98_HUMAN	NUP98
NXF1_HUMAN	NXF1
NXN_HUMAN	NXN
NXP20_HUMAN	FAM114A1
OAF_HUMAN	OAF
OARD1_HUMAN	OARD1
OAT_HUMAN	OAT
OBSCN_HUMAN	OBSCN
OBSL1_HUMAN	OBSL1
OCAD1_HUMAN	OCIAD1
ODB2_HUMAN	DBT
ODBA_HUMAN	BCKDHA
ODBB_HUMAN	BCKDHB
ODO1_HUMAN	OGDH
ODO2_HUMAN	DLST
ODP2_HUMAN	DLAT
ODPA_HUMAN	PDHA1
ODPB_HUMAN	PDHB
ODPX_HUMAN	PDHX
OFUT1_HUMAN	POFUT1
OGA_HUMAN	OGA
OGFR_HUMAN	OGFR
OGT1_HUMAN	OGT
OLA1_HUMAN	OLA1
OLFL1_HUMAN	OLFML1
OMA1_HUMAN	OMA1
OPA1_HUMAN	OPA1
OPLA_HUMAN	OPLAH
OPTN_HUMAN	OPTN
ORC4_HUMAN	ORC4
ORN_HUMAN	REXO2
OSB11_HUMAN	OSBPL11
OSBL1_HUMAN	OSBPL1A
OSBL6_HUMAN	OSBPL6
OSBL9_HUMAN	OSBPL9
OSBP1_HUMAN	OSBP
OSGEP_HUMAN	OSGEP
OSGI1_HUMAN	OSGIN1
OST48_HUMAN	DDOST
OSTC_HUMAN	OSTC
OSTF1_HUMAN	OSTF1
OTU1_HUMAN	YOD1
OTU6B_HUMAN	OTUD6B
OTU7B_HUMAN	OTUD7B
OTUB1_HUMAN	OTUB1
OTUD4_HUMAN	OTUD4
OTUL_HUMAN	OTULIN
OXND1_HUMAN	OXNAD1
OXR1_HUMAN	OXR1
OXSM_HUMAN	OXSM
OXSR1_HUMAN	OXSR1
P20D2_HUMAN	PM20D2
P2R3A_HUMAN	PPP2R3A
P2RY2_HUMAN	P2RY2
P4HA1_HUMAN	P4HA1
P4K2A_HUMAN	PI4K2A
P66B_HUMAN	GATAD2B
PA1B2_HUMAN	PAFAH1B2
PA1B3_HUMAN	PAFAH1B3
PA2G4_HUMAN	PA2G4
PABP2_HUMAN	PABPN1
PABP4_HUMAN	PABPC4
PACN2_HUMAN	PACSIN2
PACN3_HUMAN	PACSIN3
PACS1_HUMAN	PACS1
PACS2_HUMAN	PACS2
PADI2_HUMAN	PADI2
PAF1_HUMAN	PAF1
PAG15_HUMAN	PLA2G15
PAHX_HUMAN	PHYH
PAIP1_HUMAN	PAIP1
PAIRB_HUMAN	SERBP1
PAK1_HUMAN	PAK1
PAK2_HUMAN	PAK2
PALLD_HUMAN	PALLD
PALMD_HUMAN	PALMD
PANK2_HUMAN	PANK2
PANK4_HUMAN	PANK4
PANX1_HUMAN	PANX1
PAPD1_HUMAN	MTPAP
PAR10_HUMAN	PARP10
PARK7_HUMAN	PARK7
PARL_HUMAN	PARL
PARP1_HUMAN	PARP1
PARP9_HUMAN	PARP9
PARVA_HUMAN	PARVA
PARVB_HUMAN	PARVB
PATL1_HUMAN	PATL1
PAXI_HUMAN	PXN
PAXX_HUMAN	PAXX
PBDC1_HUMAN	PBDC1
PBIP1_HUMAN	PBXIP1
PCBP1_HUMAN	PCBP1
PCBP2_HUMAN	PCBP2
PCCA_HUMAN	PCCA
PCCB_HUMAN	PCCB
PCID2_HUMAN	PCID2
PCM1_HUMAN	PCM1
PCNA_HUMAN	PCNA
PCNP_HUMAN	PCNP
PCNT_HUMAN	PCNT
PCOC1_HUMAN	PCOLCE
PCX4_HUMAN	PCNX4
PCY1A_HUMAN	PCYT1A
PCY2_HUMAN	PCYT2
PCYOX_HUMAN	PCYOX1
PDC6I_HUMAN	PDCD6IP
PDCD4_HUMAN	PDCD4
PDCD5_HUMAN	PDCD5
PDCL3_HUMAN	PDCL3
PDE12_HUMAN	PDE12
PDE4D_HUMAN	PDE4D
PDE5A_HUMAN	PDE5A
PDIA1_HUMAN	P4HB
PDIA3_HUMAN	PDIA3
PDIA4_HUMAN	PDIA4
PDIA6_HUMAN	PDIA6
PDIP2_HUMAN	POLDIP2
PDK1_HUMAN	PDK1
PDK2_HUMAN	PDK2
PDK4_HUMAN	PDK4
PDLI1_HUMAN	PDLIM1
PDLI2_HUMAN	PDLIM2
PDLI3_HUMAN	PDLIM3
PDLI5_HUMAN	PDLIM5
PDLI7_HUMAN	PDLIM7
PDP1_HUMAN	PDP1
PDPK1_HUMAN	PDPK1
PDPR_HUMAN	PDPR
PDS5A_HUMAN	PDS5A
PDS5B_HUMAN	PDS5B
