#,Channel,TMT1_126,TMT1_127,TMT1_128,TMT1_129,TMT1_130,TMT1_131,TMT10_126,TMT10_127,TMT10_128,TMT10_129,TMT10_130,TMT10_131,TMT11_127,TMT11_128,TMT11_129,TMT11_130,TMT11_131,TMT12_127,TMT12_128,TMT12_129,TMT12_130,TMT12_131,TMT2_126,TMT2_127,TMT2_128,TMT2_129,TMT2_130,TMT2_131,TMT3_126,TMT3_127,TMT3_128,TMT3_129,TMT3_130,TMT3_131,TMT4_126,TMT4_127,TMT4_128,TMT4_129,TMT4_130,TMT4_131,TMT5_126,TMT5_127,TMT5_128,TMT5_129,TMT5_130,TMT5_131,TMT6_126,TMT6_127,TMT6_128,TMT6_129,TMT6_130,TMT6_131,TMT7_126,TMT7_127,TMT7_128,TMT7_129,TMT7_130,TMT7_131,TMT8_126,TMT8_127,TMT8_128,TMT8_129,TMT8_130,TMT8_131,TMT9_126,TMT9_127,TMT9_128,TMT9_129,TMT9_130,TMT9_131,Tissue,Ome,Species
3856,TYPH_HUMAN,-0.087160456,0.038677503,0.23054562,-0.042028515,0.180298219,-0.340442628,-0.04181354,0.08492902,0.007812407,0.002214268,0.03282524,-0.1192318,0.154470135,-0.05647978,0,0,-0.228973944,-0.312500139,0.006151909,0,0,0.042346717,0.049926912,-0.015150345,0.213208248,-0.033303973,0.00383325,-0.213208248,0.082902627,-0.011177957,-0.064058553,0.134752729,-0.060308775,-0.23118059,-0.107786454,0.032304236,-0.114822301,0.110754003,0.169846193,-0.228382457,0.555894245,-0.283357209,-0.010438525,0.193952654,-0.016040206,-0.338586768,-0.08148387,-0.075383975,0.075383975,0.08148387,0.059248388,-0.236521429,0.01912685,-0.292435,0.01471598,0.06766789,-0.05426156,0.217015,0.018337798,-0.018649208,-0.095086988,0.289731006,-0.250289387,0.038168949,0.010788915,-0.04402712,-0.235050272,0.245283816,0.04402712,-0.078720925,SKM,PROT,HUMAN
3857,U2AF2_HUMAN,0.040896383,-0.129770794,0.052524611,0.033322626,0.03169422,-0.112378618,-0.011743745,-0.012811282,0.055801357,0.223941767,-0.073805541,-0.034179172,0.15250897,-0.085774016,0,0.228180687,-0.128759886,-0.051562057,0,0,0.070927798,0,-0.011087812,0.17080831,-0.08618398,0.147449219,0.025897433,-0.183888409,0.123264436,-0.035258958,-0.014819882,0.006521195,0.063862171,-0.149197344,-0.071646392,-0.001829714,-0.15018775,0.178304305,0.092742116,-0.09455325,0.126639184,-0.163122919,0.157436943,0.101387875,-0.070124178,-0.119214882,0.240704844,-0.001306463,0.004205691,-0.090657565,0.013383343,-0.026172413,-0.036080585,0.021353007,0.281382579,0.102336765,-0.058469065,-0.049595517,0.005244,-0.028071167,-0.005244,-0.021814798,0.221404509,0.021195115,-0.048461823,0.022015166,0.043051595,-2.10E-05,-0.049052888,-0.004170904,SKM,PROT,HUMAN
3858,U520_HUMAN,0.066717197,-0.042881863,0.041107088,0.07263908,-0.031864693,-0.057609555,-0.063155124,0.09391548,-0.046943286,0.157421454,-0.033663898,-0.119412985,0.06348559,0,0,0,-0.002659428,-0.102386099,0.007592525,0,0,0.076142927,0.01597951,0.078706256,-0.02092382,0.064607759,0.005881987,-0.203280395,0.023968732,-0.090968886,0.144725277,0.014789803,-0.008467218,-0.12959242,-0.026940264,0.035255078,-0.025793042,0.22523811,-0.036562149,-0.097089966,0.009462821,-0.079741129,0.036097256,0.055541942,-0.051107077,-0.023427928,0.161840827,-0.070233897,0.060076706,-0.01725381,-0.06219399,0.013716337,0.029171035,0.039620066,0.015217812,-0.063671922,-0.020216468,-0.022015496,0.061323307,0.002972222,-0.032870895,-0.005445699,-0.050050478,-0.059023451,-0.054321066,0.008799281,0.033864773,0.017627225,0.113979463,-0.038409868,SKM,PROT,HUMAN
3859,U5S1_HUMAN,0.060381913,-0.09973936,0.01749788,0.091674982,0.030106062,-0.207899423,-0.145407117,0.0965542,0.046320606,0.111621672,-0.060744733,-0.058118803,0,-0.164935539,0,0.096764588,-0.042312699,-0.197936963,0.035396174,-0.001227808,0.06813039,0,-0.023132549,0.069810161,-0.031560039,0.030793377,0.018320677,-0.109851792,-0.007387994,0.000487323,0.072476913,0.022774039,0.027397421,-0.192218567,-0.046816798,0.006540194,0.001194606,0.148989847,0.046816798,-0.162635124,0.031121931,-0.01480055,0.050106885,0.059094853,-0.084208831,-0.033110312,0.008771413,-0.083495197,0.187480082,0.001652148,-0.057980013,0.029350426,-0.068516013,0.031515596,0.166854724,-0.002515488,-0.039650208,-0.007558257,0.061106857,-0.023671082,0.030643365,0.022133436,-0.04397324,-0.050916496,-0.044881003,-0.033818355,0.029956919,0.017251398,0.079950633,-0.029956919,SKM,PROT,HUMAN
3860,UACA_HUMAN,-0.035943175,0.037055294,-0.008162714,-0.041142933,0.088853156,-0.134232745,0.005317918,0.227569207,-0.129314781,0.044675201,0.05343514,-0.261207163,0.035870352,0,0,-0.161142918,-0.083205338,0.052936934,0.015437286,-0.057774457,-0.054520203,0.003403313,-0.008999362,0.124082262,-0.002918628,-0.084112526,0.06163936,-0.190067047,0.00463639,-0.077932233,0.14218363,0.029450972,-0.127871114,-0.04658089,0.041960996,-0.071082381,0.146664086,-0.019989358,0.019989358,-0.006437985,0.053246794,-0.118013422,0.0327308,0.028479075,0.013853308,-0.034552919,NA,NA,NA,NA,NA,NA,-0.044493567,0.049714602,0.114504365,0.044667028,-0.008353292,-0.050695305,0.045492071,0.049751081,-0.053072163,0.188980781,-0.136961924,-0.077664355,-0.001301722,-0.017392807,0.07309697,0.072330539,0.013139311,-0.133009296,SKM,PROT,HUMAN
3861,UAP1_HUMAN,0.01381534,-0.07110217,0.1682598,-0.02128568,0.1687185,-0.01381534,-0.2990812,0.1681695,0.02073477,0.1225704,-0.02073477,-0.2078934,0,-0.034297647,0.06439873,0.027868947,0.0980083,-0.06496306,0.0907992,0.06002529,0.0198932,0.04541758,-0.088597827,0.163477953,-0.194949476,0.209912728,0.051611036,-0.056671466,0.076130763,-0.138059346,0.101491725,-0.024421837,0.079114647,-0.146870383,-0.225797904,-0.021038479,0.003985408,0.021038479,0.187933764,-0.01131338,0.004431611,-0.2179676,0.2545162,0.3899671,-0.3022304,-0.09341502,0.105742822,-0.324611851,-0.063494775,-0.039757447,0.189290816,0.131901343,-0.09531298,0.124529008,0.250267198,-0.013330285,-0.087339926,-0.220131638,0.081814902,0.056700648,-0.01572568,0.01572568,-0.064431922,-0.34443824,-0.153862332,-0.038712135,0.125066457,0.0938679,-0.048770176,0.118389886,SKM,PROT,HUMAN
3862,UB2D2_HUMAN,0.003308089,-0.025375124,-0.011139599,0.032654922,-0.003308089,-0.1193686,0.1776581,-0.51386,0.03233909,0.008329173,-0.04778013,0.09703251,-0.008315524,0.400131167,-0.033222141,-0.111964709,0.051829022,0.3436375,-0.1504158,-0.08425849,0.009714462,-0.07485202,-0.009526467,-0.1444507,-0.000226192,0.1473978,0.01363926,0.000247799,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1978432,-0.1581636,0.02751851,-0.02669877,0.06965327,-0.5755406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.021176585,-0.04153959,-0.102210711,-0.110370905,0.390902194,0.199661459,NA,NA,NA,NA,NA,NA,SKM,PROT,HUMAN
3863,UB2G1_HUMAN,0.028378608,-0.052839083,0.009981149,0.003016851,-0.016156421,0.05181196,-0.01791767,0.1112562,-0.1531946,0.09078454,-0.1531197,0.1579361,0,0.307111684,0.038073417,-0.039875153,-0.31663461,-0.01281738,-0.005594821,-0.025314409,0.018700631,0.172072062,0.010940508,-0.037917671,0.098398105,-0.024335961,-0.008089557,-0.022240697,0.1706756,-0.1173033,-0.1229083,0.01746749,-0.06063064,0.1578982,0.03349091,-0.057817634,0.058623738,0.034990971,0.002385865,-0.016480843,0.07815769,-0.04649684,-0.002114277,-0.1071618,-0.06246312,0.003318011,0.133478355,-0.119007739,0.062305128,0.016070521,-0.120805055,0.01629435,-0.00426334,-0.1462328,0.00715976,0.1154718,-0.06486595,-0.1229086,0.016522548,0.080241836,0.032759409,0.038815166,-0.314810641,-0.053421085,-0.007301213,0.035688178,-0.035388593,0.098225915,-0.064403214,0.035388593,SKM,PROT,HUMAN
3864,UB2L3_HUMAN,0.100880724,-0.106263391,0.020241453,-0.009479863,0.018039022,-0.061130471,-0.03794923,0.235670155,-0.002386412,-0.020214033,-0.010255932,-0.057051364,0,0.166345211,-0.109596021,0,0,-0.066584287,0.027155095,0,0,0.107268455,0.029702652,-0.142344376,-0.005344561,0.06561147,-0.015474158,0.005038764,0.038843995,0.066381384,-0.0234945,-0.03659098,-0.040123778,-0.024986875,-0.002379869,0.033733754,0.123260622,-0.067190125,0.017730009,-0.039225085,0.057373646,-0.017210857,0.004107,-0.052146418,0.006583121,-0.02154026,-0.007228182,0.021535559,-0.033203839,0.007228182,-0.003798921,0.003798921,-0.027883728,0.051628226,-0.000640038,0.061808652,-0.038833699,-0.109472611,-0.04541384,0.000582073,-0.09922756,0.043514538,-0.001740686,0.090767314,0.074757516,-0.042149724,-0.006258106,-0.023903359,-0.010544681,-0.009673401,SKM,PROT,HUMAN
3865,UB2R1_HUMAN,0.4461178,-0.1027506,0.02811914,-0.06114209,0.03222672,-0.03828833,NA,NA,NA,NA,NA,NA,0.004097542,-0.095217973,-0.059404959,0.29645462,-0.012052928,0,-0.1845422,0.3644341,0.2258057,-0.03882292,0.03293382,-0.006625851,0.1499998,-0.04633343,0.05940679,-0.0459594,0.007358319,-0.2082243,-0.0745082,0.1658281,-0.007443586,0.01462207,0.04606584,-0.03624492,0.05320591,0.03138365,-0.0110443,-0.1546633,-0.03272185,-0.1055214,0.06344754,0.08447662,-0.03895677,-0.01891922,0.1232811,0.09400651,-0.02631437,0.02631437,0.018547,-0.0341797,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SKM,PROT,HUMAN
3866,UB2R2_HUMAN,0.120955272,-0.009699914,-0.084691152,0.001100315,0.009699914,-0.035147132,NA,NA,NA,NA,NA,NA,-0.025007633,0.094045754,-0.001642988,0.12739946,-0.086412953,0.03550179,-0.09341141,-0.0420589,-0.1133843,-0.08585869,-0.000761327,-0.06056267,0.1735247,0.02241499,-0.01635659,-0.004680545,0.1476505,-0.2008616,0.0764316,-0.05416637,-0.1168039,0.3316535,0.1145959,-0.04985133,0.02797176,0.02146196,-0.01486241,-0.08664276,-0.01933731,0.3177596,-0.06074597,-0.03666913,-0.01576941,0.009965425,-0.02068898,-0.1597853,0.04197763,-0.2428864,0.06048724,0.1516422,0.156599,-0.08868127,-0.1600427,0.03906337,-0.01173332,0.3678355,-0.08965649,0.03503818,-0.0655352,0.04703634,-0.1578429,0.05118593,NA,NA,NA,NA,NA,NA,SKM,PROT,HUMAN
3867,UB2V1_HUMAN,-0.036029783,0.032019195,0.095306219,-0.175524649,0.168393676,-0.019813191,-0.085082897,0.524087966,-0.079792824,-0.039794524,0.159446838,-0.019618703,-0.191285627,0.053740806,-0.004324296,0,-0.037161829,-0.055101246,0.027354416,0,0,0.039099905,0.07469458,-0.009036781,-0.150405256,-0.096874461,0.024725914,0.01565788,0.011182462,-0.045468642,0.088107732,0.082232198,-0.134867103,-0.014580726,-0.070974957,-0.109294081,0.007319733,0.002721859,0.0380871,0.112853107,-0.083097385,-0.19856976,0.089566869,-0.005189841,0.011341262,0.054176466,0.020288252,-0.119247102,0.060570855,0.206035393,-0.020288252,-0.066925899,0.07355371,0.014713708,0.014450454,-0.068678524,-0.027588163,0.006638517,-0.019905774,0.020189237,-0.010983778,0.25990107,0.009644155,-0.082405193,0.045013623,0.006086388,-0.120395127,0.024422765,-0.035837576,0.016718985,SKM,PROT,HUMAN
3868,UB2V2_HUMAN,-0.045673874,0.00192118,-0.001940216,-0.00192118,0.023083552,0.064558234,0.009188445,0.068439005,0.015096419,-0.05762095,0.006700561,0.019465986,-0.022014268,-0.029721821,0,0.122344421,0,-0.020205068,0,-0.43134949,0.059138384,0.198506744,-0.000347216,-0.129628853,-0.022693359,0.034042139,-0.00757976,0.09702649,-0.007518525,0.039617762,-0.030179366,-0.013686793,-0.005981169,0.059286587,0.005418945,-0.038589134,-0.017798744,0.038589134,-0.019344023,0.027398763,0.07430832,-0.2095929,0.03020696,-0.02077711,0.000167749,0.06687146,-0.007461281,-0.072917324,0.012227714,-0.003253235,0.012221039,0.073314394,0.110034583,0.037789124,-0.039952192,-0.04846706,-0.103372216,0.089454736,-0.006908243,0.009420935,0.000949351,0.045197647,-0.021036271,-0.034072627,0.105125655,0.004606588,-0.112966971,0.00913667,-0.03166626,0.049764985,SKM,PROT,HUMAN
3869,UBA1_HUMAN,0.010148748,0.039295372,-0.014810643,-0.045190636,-0.059436856,0.046437956,-0.080568144,0.040132178,0.06422557,0.083393925,-0.194935174,0.03294368,0,0.011918632,-0.102937208,0,0.000808561,-0.114766692,0,0,0,0.227398176,0.048588733,-0.128006332,0.004160734,0.047163306,-0.097195962,0.062463681,0.055033264,-0.013626778,-0.003477226,-0.009370482,-0.060304991,0.044498529,-0.092083478,0.027524293,0.012278626,0.078404095,-0.067615564,0.036827459,0.051296068,-0.080252441,-0.027203803,0.033121405,-0.011752707,0.054097459,0.067812107,-0.106034606,-0.022418343,-0.078398007,0.039813618,0.099797348,0.081343384,-0.023061263,-0.045313951,0.013609488,-0.111821992,0.071952507,0.032570244,-0.019331295,-0.043916886,0.050580071,-0.067774923,0.037691352,-0.002708605,-0.052083833,0.05312138,-0.012095034,-0.037675422,0.101322136,SKM,PROT,HUMAN
3870,UBA3_HUMAN,0.06455661,-0.032257749,-0.002719118,0.059360125,-0.170578332,-0.187952659,-0.098771586,0.205729543,0.034487956,0.031007579,-0.029288446,-0.029857175,0,0,-0.096975927,0.026870043,-0.002373646,-0.050362577,-0.021963869,0.064109114,0,0,0.014166139,-0.029957783,-0.015696526,0.070816538,-0.023281788,-0.008402467,0.020003742,-0.03746859,0.125394678,0.092555296,0.030566591,-0.020003742,-0.043058242,0.010666087,-0.035043547,0.034115485,0.071436839,-0.041393352,0.069287544,-0.06659952,0.065069555,-0.00670987,-0.065840425,0.011430748,0.086201173,-0.119797462,0.011493551,-0.082552224,0.051675612,0.019943777,-0.009238865,0.039065134,0.047239986,0.058970491,-0.05512881,-0.046646539,-0.003306225,-0.052904827,-0.025104977,-0.001100215,0.084449851,0.027749145,-0.012526167,-0.012935183,0.109484135,-0.105074375,-0.057977772,0.150873917,SKM,PROT,HUMAN
3871,UBA5_HUMAN,-0.185759745,-0.098941111,0.219214828,-0.278378695,0.460938882,0.158902803,-0.6057635,0.3756576,-0.02052902,0.02052902,-0.02925947,0.05615421,-0.388987736,0.164911756,0,0,0,-0.03310762,0.08619373,-0.07141823,0.1179329,-0.2496775,0.022153475,0.148702511,-0.187063499,0.001667077,-0.011803494,-0.006820943,0.03430231,-0.05778585,0.1189492,0.09246541,-0.09340522,-0.08573621,-0.024437416,-0.010630987,-0.331447576,0.048384089,-0.017738641,0.010630987,-0.017906302,-0.008586429,0.069935684,0.006086989,-0.002521319,-0.002793843,-0.002385531,-0.058422421,0.100370257,-0.009732172,-0.020132461,0.048995282,0.1177281,0.01521949,-0.009272068,0.001715793,-0.02351963,-0.01521949,-0.166379518,-0.202721777,0.042251809,0.225989884,0.350622351,-0.08546432,0.015987896,-0.054593736,0.008235325,0.001271525,-0.097286597,0.083031843,SKM,PROT,HUMAN
3872,UBA6_HUMAN,0.017193019,-0.129406259,-0.004878303,0.025006383,0.09808602,-0.102336219,-0.093573684,-0.007748195,0.04132774,0.08216683,-0.026543442,-0.08216683,0,0.089154362,0.072551649,-0.050323783,-0.310837107,0,0.072689421,0,0,-0.095086557,0.117165453,0.00423676,0.0207514,-0.020536717,-0.011318333,-0.201357468,0.092230289,-0.099084762,0.028205247,-0.006787036,0.039608943,-0.256659067,0.008245321,0.063024872,-0.009297342,0.079957648,-0.022573863,-0.145054757,0.046126647,-0.012714935,0.00183378,0.083678038,0.031325097,-0.193091687,0.082477563,-0.009186594,0.01905977,0.076279201,-0.00587682,-0.112063778,-0.001234682,-0.003312479,0.066326826,-0.004679507,0.015273729,-0.100894322,0.038758917,-0.00041384,-0.035787412,0.208320485,-0.076881354,-0.069176861,0.034489588,0.002542685,0.075290281,-0.026691704,-0.002542685,-0.152486037,SKM,PROT,HUMAN
3873,UBAC1_HUMAN,-0.006238276,-0.032379355,0.033800025,-0.00914105,0.28207828,-0.074686099,-0.04672135,0.725085196,-0.031222235,0.001247098,0.011771154,-0.034547783,-0.050221681,0,0.089119631,-0.208108671,0.074021298,-0.073050477,0.02420757,-0.046995763,0.196225132,-6.60E-05,-0.030776591,0.035929999,-0.05250825,0.057577975,-0.071523061,0.051490812,-0.049924581,-0.086694419,-0.005160162,0.103160835,0.005160162,-0.011739722,0.035860667,-0.005792436,-0.078733219,0.091525216,-0.040907093,0.003201072,-0.057588967,-0.067272675,0.117214749,-0.014474453,-0.005871669,0.007755563,0.044827761,-0.097141909,0.213738019,0.048895815,-0.097864226,-0.028767929,0.215516952,-0.025184199,-0.082176036,0.053001687,-0.103515831,-0.010492813,0.0474517,-0.086863549,-0.046191358,0.083328933,0.160002194,0.018302192,0.002119161,-0.02076883,0.018162157,0.000159759,-0.035591885,0.053279787,SKM,PROT,HUMAN
3874,UBAP2_HUMAN,0.017414175,-0.019364274,-0.015625382,0.045910309,-0.014072966,-0.005423907,-0.054501351,-0.192679545,0.106300867,0.059999717,0.027788948,0.008627587,-0.076427831,0.180561092,0,0,0.070656098,-0.2808852,0,-0.01333047,0.01283684,0.1458871,-0.061689378,0.031122194,0.006304902,0.010851555,-0.044440232,0.047680551,-0.02240367,0.007576223,-0.03919349,-0.004215281,0.01916223,0.02481846,-0.113771032,0.035832608,-0.025569997,0.111316663,-0.01504274,0.01504274,0.142753053,-0.047993134,0.09271828,-0.058061193,-0.064025255,-0.03075508,0.052990851,-0.003722511,-0.027908848,-0.034147016,0.084178904,-0.064398737,-0.086280521,0.016726811,0.020261874,0.025795308,0.105383237,-0.085953776,-0.045976622,-0.030513,0.172356659,0.002699442,0.010049387,0.015457483,-0.035626922,-0.025648472,0.04575243,-0.045391381,0.124242535,0.023276346,SKM,PROT,HUMAN
3875,UBC12_HUMAN,0.069621341,-0.069621341,-0.034068438,0.090856493,-0.038257957,0.00427072,0.106219874,-0.068972714,0.116200244,-0.029777256,-0.074754507,0.007898006,0,0.295770992,-0.119663033,0.05607328,-0.014115025,-0.073875638,0,-0.011544818,0.034129456,0,-0.042044014,-0.087057124,-0.013275708,0.068393704,0.196409371,-0.002680871,0.07757962,0.008318369,-0.111205096,-0.037976912,0.014360775,0.118921992,-0.009540849,0.024416176,0.074317329,0.051607534,-0.02863352,-0.206276367,0.1465391,0.05264045,0.1351832,-0.1184165,-0.06908059,-0.03264874,0.146953417,0.009523801,-0.073850755,-0.060209226,0.033596365,-0.022285019,-0.015886964,-0.002293102,-0.005035986,0.055939712,0.018665492,-0.137426673,0.010836023,-0.027130476,0.010556466,-0.035438545,0.045354576,-0.000675195,0.223771601,-0.057407299,0.107533705,-0.077940949,0.00956189,-0.00956189,SKM,PROT,HUMAN
3876,UBC9_HUMAN,0.405304397,-0.145141216,0.051645022,0.034374223,-0.091292966,-0.049260117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SKM,PROT,HUMAN
3877,UBCP1_HUMAN,0.04391306,-0.2059315,0.09136433,-0.04391306,0.3604955,-0.06878043,-0.1407875,0.3253815,0.06528399,-0.02155294,0.06881384,-0.3554298,0.124589167,-0.211503975,0.01521711,0.04750398,-0.604592727,-0.05527109,0.0175478,0.1642449,0.05861116,-0.2055991,0.006328609,-0.048108871,0.219526769,-0.023131563,0.216831413,-0.217805965,0.05002915,-0.03553636,0.004062914,0.006998626,0.09703941,-0.2204571,NA,NA,NA,NA,NA,NA,0.1234686,-0.02494064,0.02494064,0.07585919,-0.044283,-0.1818382,0.089234989,-0.001668884,0.04986778,0.001216927,-0.021245206,-0.182243791,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.097642101,0.101799684,0.07840882,-0.004931572,-0.046440746,0.049918619,SKM,PROT,HUMAN
3878,UBE2F_HUMAN,0.067921,-0.07884839,0.1300579,0.00869108,-0.07228992,-0.002386539,-0.1024913,0.04130089,0.09291896,0.03054437,-0.08935727,-0.01931538,0,0.20928572,-0.064699038,-0.118767185,0.198831122,0,-0.0385929,-0.0504372,0,0.1553574,-0.068515808,-0.100040591,-0.060964152,0.120037653,-0.018758106,0.112617963,0.03356626,-0.066547836,-0.000803051,-0.005237818,-0.028146356,0.055327636,-0.2242732,-0.1082225,-0.04609258,0.1378187,-0.04204413,0.07503935,0.07964221,-0.09707574,0.03867559,-0.05666378,-0.02080268,0.001290342,0.029022575,-0.051634046,0.070240415,-0.104329954,-0.012546978,0.065217824,-0.004663751,0.004663751,-0.04195701,0.02768715,-0.04576467,-0.06795238,0.033013719,-0.112801242,-0.032180913,0.014288586,0.116535322,0.057033248,0.025694151,-0.092266008,0.060057845,0.026816552,-0.081586567,0.072878401,SKM,PROT,HUMAN
3879,UBE2H_HUMAN,0.195274462,-0.14772772,0.133765215,0.200251455,-0.054613886,-0.079233493,-0.054156632,0.157595284,0.019465064,-0.004839716,-0.011076112,0.008031998,-0.083991459,0.394193112,0,-0.089124876,0.052078388,0,-0.2955081,0.2490628,-0.01865472,0.04067697,0.051599738,-0.185116117,0.181434989,0.0407277,-0.019972936,-0.060092372,0.206779617,0.033277625,0.016161029,-0.031789508,-0.044191036,-0.0025901,0.118562938,-0.265140888,0.05194475,-0.131852699,0.038366593,0.076914531,0.01396294,-0.04713365,0.007387183,-0.1040481,0.06724599,-0.03770895,-0.066267004,-0.071450379,0.013499414,0.112816638,0.115258902,-0.013499414,0.09637503,-0.01271287,-0.09400104,-0.0548617,0.1903366,0.009773448,-0.120155789,-0.005122558,-0.029981702,0.09407581,0.344476441,0.081255422,0.127523513,-0.030787603,-0.074973236,-0.022312112,-0.021026039,0.147897049,SKM,PROT,HUMAN
3880,UBE2K_HUMAN,0.024757153,-0.024054527,0.024054527,-0.15210458,0.038960025,-0.024251858,-0.017922837,0.130859143,-0.012172674,0.005324162,-0.122975852,0.026636756,-0.079058311,0,0,0,0.068892593,0,0,0.08468852,0,0.005096788,0.101887613,-0.081500911,0.009714171,0.033509879,-0.055780724,-0.003869942,0.003232528,0.026861081,0.010324736,-0.019138052,0.0083405,-0.01570404,0.021384455,-0.056817857,-0.014650135,-0.006111865,-0.049199921,0.088529299,-0.068289178,-0.036227755,-0.020149406,-0.016420095,0.038205478,0.164161743,0.005703943,-0.204142716,0.112261323,-0.013238743,-0.030104179,0.065694554,-0.011331373,0.097450581,-0.054003074,-0.015155924,-0.03275198,0.078150579,-0.080604878,0.031219172,-0.053604473,0.069606466,-0.017493374,0.094881987,0.043104495,-0.006105104,0.010424271,-0.013423613,-0.013190481,0.051355439,SKM,PROT,HUMAN
3881,UBE2N_HUMAN,0.009687815,-0.116047846,0.003810593,-0.005466515,0.06061688,0.040067013,-0.105167115,0.351994091,-0.002486707,0.01246363,0.008447508,-0.028626543,-0.016826804,0.056632257,-0.071412667,0.030564203,0.019790851,-0.038475412,0,0,0,0.119201113,0.004375887,-0.223406691,0.038963091,0.070697304,0.012724992,-0.005922558,0.035228304,0.043258795,-0.079722239,0.005960999,0.002790516,-0.054417744,-0.050900375,-0.024012308,0.030467846,0.041660883,0.00756669,-0.026436923,0.027207808,-0.132798957,0.013648231,-0.022385727,0.04142157,0.000509633,-0.000772151,-0.05542315,0.019553643,0.027712838,0.014626356,-0.012361877,0.008197043,0.037285463,0.051377249,-0.008197043,-0.086410914,-0.019392037,0.034329245,0.001808516,0.000554897,-0.030807732,-0.000566679,0.001249113,0.134992607,-0.017717615,-0.044941713,-0.024937219,0.010131237,-0.00660624,SKM,PROT,HUMAN
3882,UBE2O_HUMAN,0.008001342,-0.115977779,0.204308376,-0.270171039,0.599678192,-0.078211227,-0.240452221,0.905183427,-0.196479309,0.084474355,0.09857172,-0.061695808,-0.117592199,0.004732341,0,-0.129433919,0.088778389,0,0,-0.123871905,0.137072693,-0.001604991,0.195382062,-0.180628588,0.101714597,-0.038999448,-0.105666461,0.036976398,0.011108144,0.024718267,0.021699115,0.07883236,-0.190541526,-0.024718267,0.301576102,-0.114043478,-0.005370955,-0.109776377,-0.006930726,0.062347278,-0.027832398,0.078133548,0.037817697,-0.059287536,-0.044469224,0.077019857,-0.099861383,-0.091910266,0.035989381,0.360736486,-0.019178072,0.01873575,0.038161095,-0.012347815,-0.077834265,-0.062918412,0.04333816,0.028358014,-0.098381465,-0.013764987,0.037156607,0.234017443,0.020679813,-0.049244932,-0.04768742,-0.117286368,-0.058417505,0.166866495,-0.007677283,0.040799843,SKM,PROT,HUMAN
3883,UBE3A_HUMAN,0.018000683,-0.117366873,-0.015298318,0.065846889,0.02576423,-0.045842765,0.081591927,-0.028248178,0.019176187,0.028018676,-0.038957973,-0.090453502,-0.284568645,0.16287317,0.077110467,-0.095262749,0,0,0,0.117481025,0,0,-0.021735957,-0.009140665,0.078012365,-0.059321945,0.041751079,-0.126984352,0.007375873,-0.047904631,-0.163545174,0.08742116,0.079991463,-0.164768874,-0.065614451,0.039492457,0.033499141,0.083948804,-0.010438636,-0.116797833,0.037989411,-0.068182747,0.012482119,0.000981228,0.004181208,-0.052232399,0.071118678,-0.013642777,0.080037726,-0.046364118,-0.095509617,-0.025777688,0.011852798,-0.030002461,0.002072621,-0.027371808,0.037412793,0.006361447,-0.012411903,-0.039878735,0.028673959,0.017559885,-0.043108175,-0.014677397,0.021077683,-0.029529417,0.044090377,0.014192866,-0.017384392,-0.104347214,SKM,PROT,HUMAN
3884,UBE3C_HUMAN,0.10799272,-0.10799272,0.198394647,-0.153249858,0.095778024,-0.385553718,-0.002369867,0.044914872,-0.004458551,0.03182375,-0.042117428,-0.026074822,-0.020199459,0.164858504,0,-0.287350891,-0.001092547,-0.007624867,0,0.133032416,0,0.048710543,0.015190806,-0.053113092,0.067701259,0.053081782,-0.068955563,-0.030718616,0.083876339,0.013193568,0.071135936,0.065056513,-0.090417419,-0.121711099,-0.016540281,-0.00401066,0.041117089,0.020678891,-0.150236964,-0.010379373,0.110445181,-0.134385424,-0.033133043,0.014877303,0.008360912,-0.014877303,0.046349728,-0.034327403,0.092443025,0.002486475,-0.105708477,0.022637672,0.054965061,-0.174761711,-0.042634808,0.076067091,0.003370081,0.049670855,-0.098396326,0.080954724,0.019381055,0.076445624,-0.035386167,0.022219956,0.03782544,0.026174871,0.076264923,-0.038640917,-0.080420631,-0.055732364,SKM,PROT,HUMAN
